,p_sym
120,0.2735008662945785
121,0.9482943416422086
122,0.39583902264026827
123,0.001978212550686753
124,0.08930846255933111
125,0.8743299056504671
126,0.06304330692079052
127,0.4061481729085782
128,0.6146368475620513
129,0.4236989543674229
130,0.8192346620195384
131,0.056612396430864576
132,0.383127379365221
133,0.9332487408839315
134,0.5462122452224484
135,0.621361515205877
136,0.238423948521298
137,0.26081898167562234
138,0.45804404275278376
139,0.7759548739658836
140,0.5705194285121886
141,0.039552198683248996
142,0.8081438734215757
143,0.9038700390068016
144,0.6265529434262561
145,0.5319263314599256
146,0.29570150106005955
147,0.7154262318176391
148,0.15551296274260662
149,0.9544906220173209
150,0.19601705997044594
151,0.6188884779167412
152,0.5181483188377615
153,0.6851280272187146
154,0.4530813534968102
155,0.3442391945303026
156,0.7676187664450913
157,0.31158114345075427
158,0.7447215952563127
159,0.7561720897746687
160,0.4747914244630286
161,0.4577015636950118
162,0.5918732883606775
163,0.5135749680545683
164,0.18660427699504267
165,0.5923791160198904
166,0.3274628835500345
167,0.8806322685328141
168,0.1028077749791464
169,0.22635762673134419
170,0.7361580084019047
171,0.3839858705323064
172,0.04855988032883718
173,0.6353472203904647
174,0.3690120734792479
175,0.5596679595159924
176,0.5142275215893307
177,0.8521576422065024
178,0.3134307207256335
179,0.6592222070005673
180,0.8537759586775898
181,0.6949680085823319
182,0.6473163515408794
183,0.9347841787262688
184,0.9923717126379532
185,0.6196276933450915
186,0.34623501049989824
187,0.08409804690641531
188,0.39528507366110177
189,0.8666260777894566
190,0.04877774339550145
191,0.6884210081334112
192,0.38778952767468666
193,0.6211666886182718
194,0.27881727937464107
195,0.4062959208826392
196,0.14159127991436993
197,0.464321878812873
198,0.7747697838278153
199,0.9192651453241149
200,0.3356207730193256
201,0.476610275484867
202,0.41441021252567944
203,0.17490245640857383
204,0.538412456326679
205,0.3109051963627274
206,0.8619688089164448
207,0.7564848787186214
208,0.6350969349036577
209,0.17966012113961238
210,0.15630267034749412
211,0.0540484786872103
212,0.21122215504855746
213,0.28386482500034194
214,0.917654548603591
215,0.16767095726884473
216,0.8133360451825346
217,0.3277724509843455
218,0.3055965642044389
219,0.6617945290578958
220,0.08289855478334096
221,0.8917583803546174
222,0.033635748817290034
223,0.07887717137355243
224,0.06602711674598205
225,0.6350817041175064
226,0.2221046199190172
227,0.9636428435371677
228,0.6960202619497002
229,0.38279996143827466
230,0.16305543161579483
231,0.5962422567916512
232,0.09222538418282378
233,0.9381942273763304
234,0.4427415997981682
235,0.4562737541286993
236,0.662216056144804
237,0.8877961922949739
238,0.5886845195535242
239,0.8725731441055994
240,0.16512624095749473
241,0.6999898698930577
242,0.7813320402337092
243,0.6818756488888568
244,0.6177951975001892
245,0.5822839001192638
246,0.30401144611999464
247,0.3527478736782703
248,0.5689728741980494
249,0.38719984711577526
250,0.13712322847997593
251,0.9840597392503806
252,0.5311983817379995
253,0.7179036141586054
254,0.25251836944988293
255,0.33773211324259267
256,0.4161702533959166
257,0.05249109092528759
258,0.7414187824772313
259,0.5505676272583063
260,0.5517535400435323
261,0.6441899375322722
262,0.8185912286430825
263,0.29913342508903984
264,0.41865492980692154
265,0.8847705384678042
266,0.9582423038702084
267,0.6847234552966287
268,0.365157822356065
269,0.8556081537572394
270,0.2130255871745833
271,0.7624439805304732
272,0.9412374134076219
273,0.27431960008456413
274,0.49419181736077
275,0.6001106268169139
276,0.3101552979154354
277,0.8778946760537417
278,0.35354200154927884
279,0.5563671794191023
280,0.6405055075318592
281,0.5512442962329032
282,0.7684071468935064
283,0.1418860927116843
284,0.7203107264428263
285,0.6554759376649282
286,0.01156737721156853
287,0.6655432864524854
288,0.4281945116426237
289,0.12018341358994011
290,0.7126555232252322
291,0.04014277061608995
292,0.6672665469491654
293,0.504241930224322
294,0.12562471950781973
295,0.16871039409983346
296,0.09158993319655306
297,0.30152493168956696
298,0.7286766618360164
299,0.40262141385018957
300,0.3123271307715235
301,0.8476094100879746
302,0.17998466086856357
303,0.2895374733114242
304,0.0007121224350502553
305,0.16348848840662256
306,0.39015374026099015
307,0.6809056808776347
308,0.0732055851834208
309,0.7541771347926279
310,0.9239894158767264
311,0.36851045078753064
312,0.113999655117615
313,0.9688835192824198
314,0.476569974649375
315,0.9093401855146075
316,0.956925096627792
317,0.7313517460384061
318,0.51945320960882
319,0.4074388862027737
320,0.8348546402205421
321,0.42490909425615575
322,0.9925979769651535
323,0.8235368669487387
324,0.6420755126991907
325,0.4715272176303872
326,0.30649015745409824
327,0.6727335233234506
328,0.09611963370802468
329,0.9758710219368377
330,0.8753995815960929
331,0.048793777117321246
332,0.034574357133244416
333,0.940801532850954
334,0.4849435717428051
335,0.2654026417734626
336,0.5263958449182755
337,0.15431440090954263
338,0.021194132529462673
339,0.9839992982329812
340,0.3888070158697934
341,0.40347442953781276
342,0.8267871547732234
343,0.37766192793740905
344,0.8878234001155579
345,0.40027180239791293
346,0.42373070813999214
347,0.06146843545560621
348,0.30213002046566717
349,0.6933659530907342
350,0.807436178398511
351,0.6932277770310751
352,0.7270706302283619
353,0.7007654279429525
354,0.7545467416972742
355,0.3828514003491793
356,0.026152939638064754
357,0.7052542383932996
358,0.22013489825950328
359,0.5220068041884076
360,0.6229918329480174
361,0.0979511000626081
362,0.15135064778393603
363,0.27729647510571476
364,0.8400212371185183
365,0.47214019258036477
366,0.9508358527096138
367,0.06700628536574871
368,0.06421993664168413
369,0.8364801399704029
370,0.17834911383864283
371,0.23199743560975183
372,0.9044972001310364
373,0.018837228942287898
374,0.5333673731745229
375,0.07049903308348981
376,0.43123885566055964
377,0.6649747372115016
378,0.6252147568501571
379,0.17107277732353143
380,0.7322704173011682
381,0.1679015856745314
382,0.9136479662818373
383,0.37413595719870396
384,0.9869865603121909
385,0.41651560589395875
386,0.3730833985963853
387,0.8477470616926356
388,0.8641262049028193
389,0.5485699896568644
390,0.6975237439966808
391,0.8272990237378282
392,0.81034475756288
393,0.9732959277690949
394,0.9289538852557825
395,0.46563434739005594
396,0.28507182464251957
397,0.7976015226635077
398,0.0031555056971392936
399,0.8417464642199683
400,0.36873617413804327
401,0.2669998084976404
402,0.7009937298612867
403,0.8735932585308765
404,0.6217664603656797
405,0.4956157451835761
406,0.06947461523230525
407,0.750257245833083
408,0.3341647830772929
409,0.34773300113817496
410,0.3182842973222091
411,0.019172250681732672
412,0.6856836925784917
413,0.3016542380095685
414,0.2687760065459911
415,0.7312268535061467
416,0.968457262517
417,0.7409383564753632
418,0.6588763563123275
419,0.01650598610696985
420,0.10755233720222335
421,0.46444735872997256
422,0.2004424581326536
423,0.3870743632438256
424,0.7817536278296635
425,0.803267692882712
426,0.9715243592146215
427,0.027543780391823147
428,0.17761072332208272
429,0.16985493058107304
430,0.8219681678061658
431,0.1869841647301328
432,0.2293998624972835
433,0.0833942830680987
434,0.5595168451402676
435,0.6450449440999881
436,0.1013033117251021
437,0.5756004959317463
438,0.44451220891124765
439,0.5324780533177674
440,0.45668234834963994
441,0.8859196957024512
442,0.9262313665997403
443,0.660273229052751
444,0.9135741776870011
445,0.6401310344529826
446,0.6293539590410815
447,0.06433834964225782
448,0.3793041998203389
449,0.7831606590191476
450,0.6972409229556387
451,0.08592140746210286
452,0.2695592877049644
453,0.9445842551396917
454,0.9705877682846034
455,0.017638433408873055
456,0.44466712237834394
457,0.9928255685553526
458,0.33327899719851417
459,0.010682332903675262
460,0.5053571706550981
461,0.3790928692267528
462,0.5376179349525643
463,0.5264693423493907
464,0.09771229043523477
465,0.02550371216265035
466,0.13018501212012001
467,0.6893530843792051
468,0.42893153223076397
469,0.6174180825575856
470,0.9890287349340362
471,0.2639876073710571
472,0.7364680820577146
473,0.2393546131021862
474,0.306817197653949
475,0.8786671904594968
476,0.8197910283086504
477,0.8213948997436612
478,0.5777763247556426
479,0.16951849883534775
480,0.12247775657612137
481,0.6145412334967615
482,0.673868743717284
483,0.9898740634352757
484,0.8726075941296655
485,0.10538868613036068
486,0.689152117603129
487,0.057949058535226916
488,0.6190863420884328
489,0.150362497201602
490,0.9519925778731532
491,0.13512166489306532
492,0.8062434907101541
493,0.9608702379292678
494,0.5778684262824325
495,0.8942485003486396
496,0.9634116142961209
497,0.4089258383956085
498,0.050867386430759165
499,0.5483804642954921
500,0.5295341150509878
501,0.2642411333180871
502,0.4818600326778524
503,0.7461116066374676
504,0.834998503777968
505,0.9577585100694829
506,0.6436570638454355
507,0.016103840246786127
508,0.3487981554387043
509,0.7515300991289398
510,0.789102559012618
511,0.5777390681892075
512,0.5222507624032797
513,0.4125346196486105
514,0.050020778973550284
515,0.40640583252649964
516,0.8039498968115228
517,0.1495906159828463
518,0.7103644868931337
519,0.27716585137623817
520,0.6840268264795056
521,0.722894495983705
522,0.39845653452734964
523,0.4498642960110869
524,0.8965099963964593
525,0.05711915051341476
526,0.994844582100278
527,0.18396219144291948
528,0.029937417413921308
529,0.2684224484140527
530,0.06954272406986062
531,0.1024073064016725
532,0.3338738418642827
533,0.7496943384687356
534,0.969718501800284
535,0.7011148256775664
536,0.06743007505965759
537,0.1195634066655763
538,0.3146557465166592
539,0.7222648697651528
540,0.26253870992650896
541,0.24167880754154825
542,0.3596188772422346
543,0.06707252386781826
544,0.11531607721848502
545,0.9132267425729513
546,0.6195104468705944
547,0.8397850860101932
548,0.13078663588601036
549,0.1540860870333266
550,0.4880631044983055
551,0.37012231899352566
552,0.009201957801745375
553,0.26916980898948273
554,0.9585745257035292
555,0.5098678386379567
556,0.8251447723261649
557,0.20942749303938069
558,0.09054514266584845
559,0.9690615051490211
560,0.8357020982333656
561,0.5033924323955326
562,0.42271961071930686
563,0.09499777599310422
564,0.10062970902844204
565,0.44431829437268056
566,0.9870013450856779
567,0.6403181801295432
568,0.6578907672663104
569,0.629411403258086
570,0.7343509681747601
571,0.6855470384898888
572,0.6247464350820817
573,0.19944795480681943
574,0.6535676988723133
575,0.0941849795979266
576,0.33613145121145593
577,0.7157267482586372
578,0.2647055732401803
579,0.6272848926733653
580,0.5263183145864591
581,0.08305541509097925
582,0.6919313407741238
583,0.9396450905241899
584,0.4592301853418307
585,0.22289730780414085
586,0.9968438663380089
587,0.30555762837526246
588,0.1601404937458113
589,0.5190537476136345
590,0.570958252581667
591,0.12748377074416672
592,0.7878985127906372
593,0.8487446910287146
594,0.26768855939701164
595,0.22829469785457557
596,0.25851470746383476
597,0.014370224764201578
598,0.7548005494010023
599,0.4933614402645472
600,0.4366867293739898
601,0.8671063192643949
602,0.6941626745941799
603,0.30995374865552694
604,0.3137997480985373
605,0.45491104117022707
606,0.3938369682224492
607,0.892659564108451
608,0.9583291598151713
609,0.012771884010146395
610,0.7311219396889433
611,0.0016265772682375612
612,0.5421853428315612
613,0.2931313610273506
614,0.12437387060710603
615,0.3887953635929804
616,0.8863881707025636
617,0.8913981866248469
618,0.044282204877544085
619,0.42258740205954026
620,0.8780524850081208
621,0.3429449348826896
622,0.7425898196701171
623,0.004944197577104847
624,0.46675665520286325
625,0.684620163193274
626,0.06333805201512133
627,0.06332365375859028
628,0.7208047996100619
629,0.735524380782919
630,0.027450208684805966
631,0.13231562688400111
632,0.06639369841420384
633,0.4794696485398089
634,0.38298335521478755
635,0.2885015457887199
636,0.14877339487541918
637,0.8977449751082975
638,0.7766358633709023
639,0.9365883011789672
640,0.17847588049775365
641,0.7310707591533079
642,0.3280729040784116
643,0.19483016821662735
644,0.21687677491609847
645,0.011595495181116355
646,0.9634940541919973
647,0.8758236890630562
648,0.143846004678868
649,0.24076250852272663
650,0.9610268671233637
651,0.865184470891073
652,0.8830012356358548
653,0.1801625751893825
654,0.20807674082276673
655,0.48460910038486593
656,0.9148572494954176
657,0.1506106176431693
658,0.14363230266153293
659,0.6507221742173656
660,0.23742632275117304
661,0.2518996396402351
662,0.39565118427178925
663,0.7805391043978772
664,0.20598308964597212
665,0.32218719236133975
666,0.8882939390763205
667,0.577818663180199
668,0.23162738330007038
669,0.16189347652195718
670,0.8247330767248242
671,0.4263812903105114
672,0.661140839100666
673,0.23741729579574344
674,0.982503911430134
675,0.5365412958654253
676,0.06625947351226225
677,0.3620940108437545
678,0.13958925366221675
679,0.14833528451710398
680,0.1720412898941015
681,0.49377206682443997
682,0.7661549643938154
683,0.5808184766979486
684,0.9598738073565544
685,0.7353379033878982
686,0.6821347908214962
687,0.004072687908454609
688,0.2029254723370667
689,0.3392786053399336
690,0.9523468644493386
691,0.3479572905480909
692,0.6115097578000568
693,0.8313647330639871
694,0.7853145247200173
695,0.7383498420617
696,0.48158818704131434
697,0.7204889683854853
698,0.8905603067276504
699,0.40172906131275266
700,0.8460076234722055
701,0.6802545962360049
702,0.5885588149562125
703,0.9227609028914666
704,0.6906673404679147
705,0.9355158010833604
706,0.132641654224937
707,0.3300074293684496
708,0.7674828158511999
709,0.0596952282681632
710,0.21876666704519954
711,0.48933842518336035
712,0.6264602301502993
713,0.6354508474042867
714,0.6807790904073534
715,0.8874296977096465
716,0.8257972052296932
717,0.7321570025527998
718,0.6413438390443572
719,0.9316414248911765
720,0.3636943154605856
721,0.3825299520527342
722,0.9158774674811732
723,0.08092705972778369
724,0.7672060816691685
725,0.8986601101737381
726,0.4181778760755128
727,0.8343310264281041
728,0.6913459372061285
729,0.08226421198484013
730,0.09231587478643433
731,0.013641178751356176
732,0.481457667471627
733,0.5453281230368314
734,0.2611073688965866
735,0.2433998717106588
736,0.6131095357783667
737,0.5462244277527194
738,0.4480997330416868
739,0.37043876343499504
740,0.5470430913405998
741,0.5842791419905335
742,0.4963121546512287
743,0.9214689448727287
744,0.003193132349662453
745,0.03996932987255131
746,0.0857084247411547
747,0.4493658431472274
748,0.3332779632872638
749,0.901393504232445
750,0.9407828912120689
751,0.2578228269607489
752,0.03808863203873747
753,0.9146485463718474
754,0.23271482475439476
755,0.9093659633361068
756,0.027005253204672286
757,0.9039120703398577
758,0.03271469812468175
759,0.544897157508723
760,0.24576679144840452
761,0.6469559567622858
762,0.4288106026575227
763,0.08274339416580756
764,0.03454858355095314
765,0.6771737148083777
766,0.7392319931896165
767,0.532184270626153
768,0.9066252506769996
769,0.0922188562651527
770,0.37643380432052687
771,0.5899558832016167
772,0.2666710033650417
773,0.8207306701094238
774,0.972246232345589
775,0.6274226433145861
776,0.9984382446557498
777,0.06216800153921265
778,0.15378955009462336
779,0.49907199720389905
780,0.6348283499156596
781,0.8623611206500325
782,0.5196758713706371
783,0.42212248089829885
784,0.9197820845160783
785,0.5026334973598309
786,0.29436097017391927
787,0.021178767544048016
788,0.8249593694862187
789,0.22112091139521828
790,0.4461333791271903
791,0.031393497742250975
792,0.4716363812094616
793,0.8825323726827622
794,0.21815485729692674
795,0.04317358328653631
796,0.837234796313965
797,0.6290186112448918
798,0.5272911053747279
799,0.9060471969996071
800,0.9963984170622914
801,0.1563518668406959
802,0.8168695761980729
803,0.2396039869106582
804,0.5295120821955052
805,0.4031383298818326
806,0.7904653865604552
807,0.44546771187185596
808,0.4149550701481055
809,0.4979539792311285
810,0.608209513889558
811,0.7909267719058206
812,0.32606890696593416
813,0.14524445955330245
814,0.4743164533544745
815,0.8476846917547286
816,0.5535943409357941
817,0.49412976864263713
818,0.7270926561910324
819,0.524241095368541
820,0.07194630343023523
821,0.9880869479295262
822,0.33482949552525487
823,0.6436253333647539
824,0.6960822055396292
825,0.5127665292963328
826,0.027075245509098123
827,0.9258131576079149
828,0.9895653624557749
829,0.3516643134168077
830,0.354885874525806
831,0.037582977446728116
832,0.012746054101775539
833,0.1978748941690669
834,0.4000992019952536
835,0.18905020537136452
836,0.5408117397189801
837,0.15192670538228537
838,0.11634909501272184
839,0.3522634237666328
840,0.440892037575383
841,0.11859982670850377
842,0.3667619455209643
843,0.838510726479006
844,0.3394292657743775
845,0.6180556654991963
846,0.19520522731130951
847,0.07637354891977799
848,0.013604876891293305
849,0.5596427734397229
850,0.8410829802162472
851,0.0501079517080959
852,0.29037856680730734
853,0.34094482896910905
854,0.9511264182940904
855,0.7193562787046529
856,0.07834873682737786
857,0.43315179151349814
858,0.14426417635302036
859,0.13686076102658462
860,0.5494196522756193
861,0.3484719539848121
862,0.49496846663660377
863,0.5603838855994464
864,0.13672807266867615
865,0.16708718099362185
866,0.1357987587780105
867,0.9124795891986509
868,0.06763019551820537
869,0.6522216834096988
870,0.9856673166939207
871,0.43485203583108545
872,0.3174899205463152
873,0.2314465993892295
874,0.9911031785337358
875,0.9360663695072255
876,0.6256457869083849
877,0.6496477367227972
878,0.612583460773115
879,0.26648287491263434
880,0.6565904115102729
881,0.03467820051222115
882,0.9161480395415392
883,0.5399575983953601
884,0.5825034046415876
885,0.5104204823590835
886,0.5381260892777007
887,0.37795271776205264
888,0.021728007714886033
889,0.8672603998307686
890,0.7154532756920885
891,0.30922308348192973
892,0.5213807885457783
893,0.8396761075540169
894,0.6905483641050009
895,0.8616848395043811
896,0.09747979709709376
897,0.5537328790490077
898,0.5382324021297312
899,0.057669161658604806
900,0.2085351061849412
901,0.44966107728280735
902,0.227449721534409
903,0.22896503149680514
904,0.14183346923305562
905,0.7753054140849641
906,0.9998485197753386
907,0.991590469265648
908,0.23904836693104303
909,0.803488945198053
910,0.06256686866742889
911,0.18965078972452043
912,0.43044094516934706
913,0.3834520171503586
914,0.292881663538459
915,0.09248830861847845
916,0.15213871311610505
917,0.6236098044470062
918,0.8531218030542748
919,0.8176749261078551
920,0.16129481742219742
921,0.910456356406129
922,0.39603552199380077
923,0.0937637907686878
924,0.24782462618607082
925,0.8099913020303192
926,0.838276829845544
927,0.8989260629825225
928,0.6115942414643795
929,0.8614891113663501
930,0.25620355191111965
931,0.7376782768509119
932,0.26913800899512796
933,0.6703967221021627
934,0.8152289382386275
935,0.8520890302440622
936,0.8971702135186943
937,0.14603230064003814
938,0.9865880681495148
939,0.5951141948500485
940,0.16177710554522373
941,0.5943479232614489
942,0.7556378137249701
943,0.30255897073677684
944,0.8563003958332857
945,0.11477452437176894
946,0.20828238424730605
947,0.1631627152047468
948,0.5587165010061853
949,0.05309738559939059
950,0.6706583172770136
951,0.5315302766311957
952,0.6479099166703773
953,0.4236365916034066
954,0.4790978020341671
955,0.30234327339028877
956,0.7693824727475131
957,0.2128763502570271
958,0.29299002967621013
959,0.5939604865217921
960,0.5558746422851703
961,0.6109419239547015
962,0.8859406035407227
963,0.47478749116644314
964,0.14244815385994591
965,0.42837112109122577
966,0.4171603234471476
967,0.3859098510716149
968,0.8966603307775454
969,0.19592873978098246
970,0.2128079346191929
971,0.37277392095827644
972,0.9112825438575524
973,0.593797424555799
974,0.7949344151761764
975,0.11602705873796748
976,0.2635201696492754
977,0.15789755390213678
978,0.41657422240733477
979,0.6879030521603632
980,0.7501962925787463
981,0.011116840124832272
982,0.3752491124802948
983,0.8533351975128035
984,0.7095225598285404
985,0.9511053147338694
986,0.645604009755969
987,0.14640790176113805
988,0.7750051841128391
989,0.8815247860433005
990,0.25993328548760153
991,0.1716658580292879
992,0.41006651406310013
993,0.6866012810277053
994,0.44752196631655194
995,0.07946324997593013
996,0.30000401025033696
997,0.6263644177168297
998,0.7205549859138056
999,0.9534990567693533
1000,0.1708852833363046
1001,0.3815242304060419
1002,0.4650027408890809
1003,0.25475378254704106
1004,0.7844810207294418
1005,0.6243209977463371
1006,0.564233692910049
1007,0.3314779069493081
1008,0.7075620469506816
1009,0.4630981931547232
1010,0.3385753161689624
1011,0.5923391217684549
1012,0.6923943933650594
1013,0.5071587201526829
1014,0.04098265287512304
1015,0.32066426873491227
1016,0.6729886764680709
1017,0.07050607399107611
1018,0.10641146412500235
1019,0.08903730347134187
1020,0.7199714598810082
1021,0.8235921090685528
1022,0.5292659520367414
1023,0.41667556754457613
1024,0.7531291384671386
1025,0.4001259027033137
1026,0.12212583751645278
1027,0.14318929799335156
1028,0.8989816103298962
1029,0.6070675187853872
1030,0.8505397627102522
1031,0.5802937794616186
1032,0.45310252296783005
1033,0.5604853420555922
1034,0.2849494449261679
1035,0.03193352561924623
1036,0.6047669373716452
1037,0.260742904307276
1038,0.05247796292290274
1039,0.16202467061392822
1040,0.9873850430295945
1041,0.5782764907093575
1042,0.01937542236954659
1043,0.7033253513423334
1044,0.004364329598683159
1045,0.9567243238471005
1046,0.6920533531665694
1047,0.4153069235958915
1048,0.7415037298049354
1049,0.9222782440476126
1050,0.7560409323698465
1051,0.4891121542916488
1052,0.3221926778436518
1053,0.7883405012629895
1054,0.27352139363983663
1055,0.07809015196691271
1056,0.138526178752021
1057,0.9355348902628988
1058,0.4971143935710588
1059,0.022206460016902074
1060,0.6102937407223394
1061,0.4707193477387438
1062,0.6728239497545205
1063,0.8939571652106162
1064,0.23254872476448585
1065,0.5903573691913654
1066,0.30351738202013956
1067,0.9439906955368871
1068,0.7582596952875518
1069,0.3606766144598189
1070,0.524606980423455
1071,0.34224098643816936
1072,0.1233042902829854
1073,0.6354535276146868
1074,0.33694161518893684
1075,0.7989819823453171
1076,0.30056875011589346
1077,0.9198028804408066
1078,0.643204850069512
1079,0.22022727956469235
1080,0.693300732161994
1081,0.18071474900648132
1082,0.00029551771261415727
1083,0.3750565406647757
1084,0.772493660404976
1085,0.29724049846843226
1086,0.5836344022508471
1087,0.6252852011623786
1088,0.1417069806568777
1089,0.5363321136870733
1090,0.4160376701204156
1091,0.276272910356556
1092,0.23499925018164525
1093,0.5469418165018964
1094,0.22257719828007072
1095,0.8713778791674107
1096,0.664834516476991
1097,0.34094066810387247
1098,0.26296535178245695
1099,0.6426019004483968
1100,0.9722407985533693
1101,0.967314211627275
1102,0.6943852690521586
1103,0.3505669694377357
1104,0.875635346358223
1105,0.34256883260460647
1106,0.16482066006703833
1107,0.44446834683193426
1108,0.3677789068545667
1109,0.05347205894439966
1110,0.8631404437480843
1111,0.3138172945019432
1112,0.027822012547259356
1113,0.9318942967931448
1114,0.7738212033393915
1115,0.5950879496833974
1116,0.48138101702171165
1117,0.3205305722171107
1118,0.8804022130494215
1119,0.36464099436072606
1120,0.8205456002951296
1121,0.8834834834237738
1122,0.11110285466053982
1123,0.23366316917933982
1124,0.29802834182079796
1125,0.5355504467443074
1126,0.9969147937646697
1127,0.17321788697304685
1128,0.14276894637104476
1129,0.09110315168691241
1130,0.18850634355630103
1131,0.4119114482703822
1132,0.6569705009876382
1133,0.3334978056356098
1134,0.5753434276648766
1135,0.22506846541004966
1136,0.5549028495565046
1137,0.9375436817093746
1138,0.4568464749011436
1139,0.5408922071164444
1140,0.33343212993244664
1141,0.9245218464842215
1142,0.8127164906286648
1143,0.19445109122138682
1144,0.805127285199158
1145,0.9145196894523425
1146,0.5000938811704225
1147,0.8635373105813156
1148,0.8728165482761757
1149,0.07660415638708706
1150,0.484717783108934
1151,0.6853932992645694
1152,0.32278334795254027
1153,0.9540739554351005
1154,0.6299598813264398
1155,0.3747737713786998
1156,0.3586517688180082
1157,0.9154774930882078
1158,0.27293451432069193
1159,0.8923118951486506
1160,0.8597981777521669
1161,0.6293466248577093
1162,0.31244935993625444
1163,0.11308536543034053
1164,0.20103817011688052
1165,0.4668470173029653
1166,0.2178560300974397
1167,0.5129779919467623
1168,0.7426757245107195
1169,0.6232664642241874
1170,0.7377499147158502
1171,0.3925610539714601
1172,0.12945634773274717
1173,0.041497656294234964
1174,0.3532617884074738
1175,0.6511505463488905
1176,0.17999312443531157
1177,0.05430430161152611
1178,0.9075161280611543
1179,0.804875698646621
1180,0.3482811167334351
1181,0.4908804044993018
1182,0.45969416426432486
1183,0.3846395450483322
1184,0.831381560862878
1185,0.4916295846104438
1186,0.14104924288301346
1187,0.10743815229171816
1188,0.3971774143018123
1189,0.20500802585831301
1190,0.8287687228759749
1191,0.6928808190417981
1192,0.06643974538213371
1193,0.4944959683011668
1194,0.09303275257976762
1195,0.859185033306885
1196,0.9047669186821714
1197,0.051252167030184426
1198,0.17545981422505563
1199,0.7181431001913382
1200,0.017747288440572273
1201,0.9481838619855895
1202,0.33914754098580424
1203,0.523762254688521
1204,0.5991566100840743
1205,0.7710790377456632
1206,0.504121284705011
1207,0.6453329160207846
1208,0.015318581390085684
1209,0.5324926183807047
1210,0.2013670218331689
1211,0.6995348535552616
1212,0.2782808056894751
1213,0.17087026200336075
1214,0.9822305003072094
1215,0.9411600376639696
1216,0.16638817269182626
1217,0.5191164208689563
1218,0.013992021695252377
1219,0.7309490159569865
1220,0.777281313091549
1221,0.4661623057789249
1222,0.3719025964261671
1223,0.5197566685204547
1224,0.3264449146553102
1225,0.2625172142941896
1226,0.5958913806884226
1227,0.4531284101147116
1228,0.8110809099048973
1229,0.260039517338454
1230,0.7401001492059044
1231,0.2562578257885584
1232,0.3006879444020446
1233,0.04343572585107103
1234,0.6508585895517282
1235,0.1093460144820102
1236,0.5250247409463225
1237,0.40670364630569633
1238,0.31059863095647755
1239,0.3716877767445589
1240,0.5994345716108856
1241,0.08512277137175783
1242,0.5488254285628047
1243,0.8025957999073383
1244,0.464445548334822
1245,0.300969096851778
1246,0.40346728875933646
1247,0.5262957315340491
1248,0.19584672835914352
1249,0.05783366803387591
1250,0.9350652514087977
1251,0.787264342510457
1252,0.5223403939079446
1253,0.5538019158289286
1254,0.19318960668559115
1255,0.9504042789839918
1256,0.6756932515169326
